search URL:,https://patents.google.com/?q=%28~patent%252fUS20180069262A1%29&q=%28~patent%252fUS11705576B2%29&q=%28~patent%252fUS11258057B2%29&q=%28~patent%252fCN110311168B%29&q=%28~patent%252fCN111344812B%29&q=%28~patent%252fCN111509222A%29&q=%28~patent%252fCN114122503A%29&q=%28~patent%252fGB2039864A%29&oq=%28~patent%252fCN111344812B%29+OR+%28~patent%252fUS11705576B2%29+OR+%28~patent%252fUS11258057B2%29+OR+%28~patent%252fUS20180069262A1%29+OR+%28~patent%252fCN110311168B%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-112652755-A,"Silicon-carbon negative electrode material, preparation method and application thereof, and lithium ion battery ","中国石油化工股份有限公司, 中国石油化工股份有限公司上海石油化工研究院","孙赛, 张丝雨, 高焕新, 张同宝",2019-10-09,2019-10-09,2021-04-13,,https://patents.google.com/patent/CN112652755A/en,https://patentimages.storage.googleapis.com/5b/9f/62/04a1f4eb14feec/HDA0002226418320000011.png
KR-20210129841-A,Cathode Active Material for Lithium Secondary Battery ,주식회사 엘 앤 에프,"정혜윤, 장성균, 신준호, 구지혜, 박재영, 서현범",2020-04-21,2020-04-21,2021-10-29,,https://patents.google.com/patent/KR20210129841A/en,https://patentimages.storage.googleapis.com/e3/3b/30/fd9af1be7f32ee/pat00004.png
KR-20200041505-A,Layered cathode material for sodium ion battery ,세종대학교산학협력단,"명승택, 조창흠",2018-10-12,2018-10-12,2020-04-22,,https://patents.google.com/patent/KR20200041505A/en,https://patentimages.storage.googleapis.com/fb/94/ce/638dd5c82d2963/pat00001.png
CN-105529460-A,"Lithium-sulfur battery cathode material of lithium-sulfur battery, preparation method of cathode material and lithium-sulfur battery ",湘潭大学,"马增胜, 高翔, 蒋文娟, 邹幽兰, 雷维新",2015-11-23,2015-11-23,2016-04-27,,https://patents.google.com/patent/CN105529460A/en,
US-2015295225-A1,Copper-modified lithium titanate and use thereof in a lithium-ion battery ,E I Du Pont De Nemours And Company,"Jeffrey A. Thompson, H. David Rosenfeld",2014-04-11,2015-03-12,2015-10-15,,https://patents.google.com/patent/US20150295225A1/en,
JP-2020098710-A,Solid electrolyte layer and all-solid battery ,"トヨタ自動車株式会社, Toyota Motor Corp","菜摘 平本, Natsumi Hiramoto, 菜摘 平本",2018-12-18,2018-12-18,2020-06-25,,https://patents.google.com/patent/JP2020098710A/en,https://patentimages.storage.googleapis.com/8b/2f/61/356e79029642d8/2020098710-4.png
KR-20190003015-A,Electrolyte for secondary battery and secondary battery comprising the same ,에스케이케미칼 주식회사,"고종관, 신정주, 방지민",2017-06-30,2017-06-30,2019-01-09,,https://patents.google.com/patent/KR20190003015A/en,
CN-105393398-B,Nonaqueous electrolytic solution and use its rechargeable nonaqueous electrolytic battery ,松下电器产业株式会社,"铃木扩哲, 北条伸彦, 中堤贵之",2013-07-19,2014-07-18,2018-04-27,2018-04-27,https://patents.google.com/patent/CN105393398B/en,
CN-106684459-A,Lithium sulfide solid electrolyte material with addition of lithium-tin alloy and silver bromide and preparation method thereof ,桂林电器科学研究院有限公司,"王振宇, 朱凌云, 张天锦, 王奐然, 赵霞妍",2017-02-13,2017-02-13,2017-05-17,,https://patents.google.com/patent/CN106684459A/en,
JP-2006196293-A,"Manufacturing method of positive electrode active material for nonaqueous electrolyte secondary battery, and positive electrode active material for nonaqueous electrolyte secondary battery, and nonaqueous electrolyte secondary battery ","Sumitomo Metal Mining Co Ltd, 住友金属鉱山株式会社","Hideo Sasaoka, 英雄 笹岡, Atsushi Fukui, 篤 福井",2005-01-13,2005-01-13,2006-07-27,,https://patents.google.com/patent/JP2006196293A/en,https://patentimages.storage.googleapis.com/9e/24/80/d54aea0123dfd9/2006196293-4.png
KR-20200143783-A,Cathode Active Material for Lithium Secondary Battery ,주식회사 엘 앤 에프,"신재신, 장성균, 전상훈, 임선혜, 손정수, 구지혜, 안지선, 서현범",2019-06-17,2019-06-17,2020-12-28,,https://patents.google.com/patent/KR20200143783A/en,
CN-102208624-A,Method for preparing carbon-coated LiFePO4 anode material by using low-temperature solid-phase method ,武汉大学,"彭天右, 张清刚",2011-04-29,2011-04-29,2011-10-05,,https://patents.google.com/patent/CN102208624A/en,https://patentimages.storage.googleapis.com/f7/ec/30/c3a7037ae72e28/110429143933.png
JP-2008159560-A,Method of manufacturing positive electrode active material ,"Sony Corp, ソニー株式会社","Haruo Watanabe, 春夫 渡辺, Yuudai Oyama, 有代 大山, Hideto Azuma, 秀人 東, Shigeru Fujita, 茂 藤田",2006-11-28,2007-02-07,2008-07-10,,https://patents.google.com/patent/JP2008159560A/en,https://patentimages.storage.googleapis.com/ef/99/17/f3d32316da7b0d/2008159560-4.png
CN-113937275-A,Solid-phase synthesis preparation method of doped modified ferrous silicate lithium-carbon composite material ,"浙江长兴中俄新能源材料技术研究院有限公司, 长兴中俄新能源材料技术研究院, 浙江中俄工程技术研究院","王庆生, 诺维科夫·帕维尔, 鲍勃维奇·阿纳多利, 韩高荣, 杨哲龙, 马家辰",2021-10-18,2021-10-18,2022-01-14,,https://patents.google.com/patent/CN113937275A/en,https://patentimages.storage.googleapis.com/65/05/51/bfd427cb566542/RE-HDA0003339145490000011.png
US-2007248886-A1,Non-aqueous electrolyte secondary battery ,"Hironori Shirakata, Hideki Kitao, Yoshinori Kida","Hironori Shirakata, Hideki Kitao, Yoshinori Kida",2006-03-30,2007-03-30,2007-10-25,,https://patents.google.com/patent/US20070248886A1/en,https://patentimages.storage.googleapis.com/ce/37/8e/ebe243f003c156/US20070248886A1-20071025-D00000.png
CN-106887552-A,Electrode composite diaphragm component for lithium battery and the lithium battery including it ,"三星电子株式会社, 三星Sdi株式会社","丘俊焕, 孙精国, 宋旼相, 池相旼, 崔在万, 朴明国, 李炳珉, 金荷娜",2015-09-25,2016-09-21,2017-06-23,,https://patents.google.com/patent/CN106887552A/en,
WO-2018168470-A1,Spinel type lithium nickel manganese-containing composite oxide ,三井金属鉱業株式会社,徹也 光本,2017-03-14,2018-02-28,2018-09-20,,https://patents.google.com/patent/WO2018168470A1/en,
CN-116130617-A,Carbon-coated sodium ion layered oxide positive electrode material and preparation method thereof ,"北京智慧能源研究院, 国网上海市电力公司, 华北电力大学","盛鹏, 李圣驿, 徐丽, 薛晴, 王博, 李慧, 张翀, 闵红, 陈哲",2022-11-17,2022-11-17,2023-05-16,,https://patents.google.com/patent/CN116130617A/en,https://patentimages.storage.googleapis.com/52/c6/1d/5fb1857869fd51/HDA0003948113860000011.png
KR-20130125242-A,"Zinc negative active material with lithium film, manufacturing method thereof and lithium secondary battery comprising the same ",한국전기연구원,"도칠훈, 이유진, 최정희, 황민지, 배상호, 최시영, 허민영",2012-05-08,2012-05-08,2013-11-18,,https://patents.google.com/patent/KR20130125242A/en,https://patentimages.storage.googleapis.com/bb/6a/6c/b02141ddd90127/pat00001.png
JP-2021077643-A,All-solid secondary battery ,"三星エスディアイ株式会社Samsung SDI Co., Ltd., Samsung Sdi Co Ltd, 三星エスディアイ株式会社","ミンソク 李, Minsuk Lee, ミンソク 李",2019-11-11,2020-11-11,2021-05-20,,https://patents.google.com/patent/JP2021077643A/en,https://patentimages.storage.googleapis.com/74/60/3d/5549cf6c6388ea/2021077643-4.png
KR-20230165525-A,"Manufacturing method for sulfide-based solid electrolyte, sulfide-based solid electrolyte, solid electrolytee, all-solid battery ",인켐스주식회사,김학수,2022-05-27,2022-05-27,2023-12-05,,https://patents.google.com/patent/KR20230165525A/en,
CN-109921001-B,Sodium vanadium phosphate/carbon composite cathode material and microwave-assisted synthesis and application thereof ,四川大学,"周艳萍, 黄卡玛, 吴丽, 陈倩, 朱铧丞, 杨阳",2019-03-25,2019-03-25,2021-07-20,2021-07-20,https://patents.google.com/patent/CN109921001B/en,https://patentimages.storage.googleapis.com/d2/38/44/d0215240af0b5e/HDA0002005471250000011.png
JP-7473208-B2,Porous electrodes for electrochemical devices ,アイ テン,ファビアン ギャバン,2018-05-07,2019-05-06,2024-04-23,2024-04-23,https://patents.google.com/patent/JP7473208B2/en,
US-2020403224-A1,Lithium molybdate anode material ,"University Of Louisville Research Foundation, Inc.","Gamini U. Sumanasekera, Mahendra K. Sunkara, Alejandro Martinez-Garcia, Ruchira Ravinath Dharmasena",2019-06-21,2020-06-19,2020-12-24,,https://patents.google.com/patent/US20200403224A1/en,https://patentimages.storage.googleapis.com/5d/5d/8e/23855d0a110597/US20200403224A1-20201224-D00000.png
JP-2014125394-A,Method for producing sulfide solid electrolyte material ,"Toyota Motor Corp, トヨタ自動車株式会社","Shigeki Hama, 重規 濱",2012-12-27,2012-12-27,2014-07-07,,https://patents.google.com/patent/JP2014125394A/en,https://patentimages.storage.googleapis.com/31/70/e2/ad34696767fb06/2014125394-4.png
JP-2014067718-A,Novel lithium insertion electrode material on the basis of orthosilicate derivative ,"Hydro Quebec, ハイドロ−ケベック, Centre National De La Recherche Scientifique, サントル  ナシオナル  ド  ラ  ルシェルシュ  シアーンティフィク, Univ De Montreal, ウニヴェルシテ  ド  モントリオール","Michel Armand, アルマン ミッシェル, Mishoe Christopher, ミショー クリストファー, Natalie Ravet, ラーヴ ナタリー, Martin Simoneau, シモノー マルタン, Pierre Hovington, ホーヴィントン ピエール",2013-11-01,2013-11-01,2014-04-17,,https://patents.google.com/patent/JP2014067718A/en,
CN-104953111-A,"Nickel-manganese composite hydroxide particle and manufacturing method thereof, positive electrode active material and manufacturing method thereof and non-water-system electrolyte secondary battery ",住友金属矿山株式会社,"户屋广将, 森建作, 今泉心, 池内研二, 大迫敏行",2011-03-28,2011-03-28,2015-09-30,,https://patents.google.com/patent/CN104953111A/en,
KR-101858729-B1,Positive Electrode Mix Comprising Lithium Metal Sulfur Compound and Positive Electrode Prepared from the Same ,주식회사 엘지화학,"이명기, 안지희, 김석구, 이은주",2015-04-28,2015-04-28,2018-05-16,2018-05-16,https://patents.google.com/patent/KR101858729B1/en,https://patentimages.storage.googleapis.com/44/a8/60/e98c23d208ec20/112015041400256-pat00001.png
CN-110970604-A,"Coated ternary cathode material, and preparation method and application thereof ",深圳市贝特瑞纳米科技有限公司,"黄友军, 杨春香, 严武渭, 杨順毅, 黄友元",2018-09-30,2018-09-30,2020-04-07,,https://patents.google.com/patent/CN110970604A/en,https://patentimages.storage.googleapis.com/06/83/ce/ad5905faef49ee/HDA0001819388980000011.png
CN-108987691-B,Nickel-doped chromium chromate lithium primary battery positive electrode material and preparation method thereof ,武汉理工大学,"余志勇, 孔令华, 杨波, 刘韩星, 尧中华, 曹明贺, 郝华",2018-07-06,2018-07-06,2021-07-27,2021-07-27,https://patents.google.com/patent/CN108987691B/en,https://patentimages.storage.googleapis.com/ab/13/4e/b7ea03b941c1e8/HDA0001721635960000011.png
CN-100522803-C,Hydrothermal synthesis method for lithium ion-cell anode material of ferric phosphate lithium ,河北工业大学,"梁广川, 欧秀芹, 梁金生, 徐圣钊, 王丽",2007-07-23,2007-07-23,2009-08-05,2009-08-05,https://patents.google.com/patent/CN100522803C/en,https://patentimages.storage.googleapis.com/c6/07/ad/fde192228e64dc/C200710058352E00131.png
CN-114583153-B,"Positive electrode material, preparation method thereof and lithium ion battery ","深圳市贝特瑞纳米科技有限公司, 松下新能源株式会社","黄友元, 杨顺毅, 宋雄, 张弘旭, 严武渭, 罗亮, 野村峻, 守田昂辉, 四宫拓也",2022-02-16,2022-02-16,2024-01-26,2024-01-26,https://patents.google.com/patent/CN114583153B/en,
CN-117105197-B,"Mixed ion conductor material, preparation method and application ",溧阳天目先导电池材料科技有限公司,"王朔, 张子健, 刘柏男, 陆浩, 褚赓, 罗飞",2023-10-25,2023-10-25,2024-01-12,2024-01-12,https://patents.google.com/patent/CN117105197B/en,
CN-105417517-A,Tremelliform ferric phosphate and preparation method therefor ,山东精工电子科技有限公司,"关成善, 宗继月, 孟博, 郝文娟, 杜显振",2015-11-03,2015-11-03,2016-03-23,,https://patents.google.com/patent/CN105417517A/en,
JP-5850397-B2,Lithium ion conductor precursor glass and lithium ion conductor ,日本電気硝子株式会社,"朋子 榎本, 朋子 榎本",2011-12-01,2011-12-01,2016-02-03,2016-02-03,https://patents.google.com/patent/JP5850397B2/en,
JP-2021082420-A,"Negative electrode active material, negative electrode and battery cell ","昭和電工マテリアルズ株式会社, Showa Denko Materials Co Ltd","将成 織田, Masanari Oda, 将成 織田, 誠之 廣岡, Masayuki Hirooka, 誠之 廣岡, 千恵子 荒木, Chieko Araki, 千恵子 荒木, 雅規 北川, Masaki Kitagawa, 雅規 北川, 由磨 五行, Yuma Gogyo, 由磨 五行",2019-11-15,2019-11-15,2021-05-27,,https://patents.google.com/patent/JP2021082420A/en,https://patentimages.storage.googleapis.com/75/cf/0e/4de5acf036534f/2021082420-4.png
KR-20180031720-A,Lithium-oxygen battery ,캠브리지 엔터프라이즈 리미티드,"클레어 그레이, 타오 리우, 완징 유",2015-07-20,2016-05-20,2018-03-28,,https://patents.google.com/patent/KR20180031720A/en,https://patentimages.storage.googleapis.com/49/79/53/6f321d1b61c75e/pct00001.png
TW-I593626-B,"Graphene powder, production method of graphene powder, and electrochemical device containing graphene powder for lithium secondary battery ",東麗股份有限公司,"孫培育, 吳禎琪, 劉剛橋, 玉木榮一郎, 久保田泰生, 吳剛",2010-12-10,2011-12-09,2017-08-01,2017-08-01,https://patents.google.com/patent/TWI593626B/en,
CN-104037397-A,"Composite positive active material, method of preparing the same, and positive electrode and lithium battery containing the material ",三星Sdi株式会社,"宋在爀, 朴晙皙, E.马图利维克, 金昶昱, 刘容赞, 姜鐥湖",2013-02-28,2014-02-28,2014-09-10,,https://patents.google.com/patent/CN104037397A/en,
JP-2014157666-A,Lithium battery system ,"Toyota Motor Corp, トヨタ自動車株式会社","Tatsuya Koga, 達哉 古賀",2013-02-14,2013-02-14,2014-08-28,,https://patents.google.com/patent/JP2014157666A/en,https://patentimages.storage.googleapis.com/bf/6e/38/17e058f8a7a680/2014157666-4.png
CN-105958116-B,All-solid-state battery and its manufacturing method comprising nano-solid electrolyte ,现代自动车株式会社,"李尚宪, 郑竝早, 尹龙燮, 金敬洙, 闵泓锡",2015-03-09,2015-11-26,2019-09-24,2019-09-24,https://patents.google.com/patent/CN105958116B/en,
KR-20180113185-A,High capacity sodium-ion battery positive electrode material ,삼성전자주식회사,"마수드 아리안푸르, 유영균, 얀 왕",2017-04-05,2018-04-05,2018-10-15,,https://patents.google.com/patent/KR20180113185A/en,https://patentimages.storage.googleapis.com/d7/8a/75/454798724efba7/pat00002.png
JP-WO2018131627-A1,Electrode mixture for sodium ion secondary battery and method for producing the same ,日本電気硝子株式会社,"純一 池尻, 英郎 山内",2017-01-16,2018-01-11,2019-11-07,,https://patents.google.com/patent/JPWO2018131627A1/en,https://patentimages.storage.googleapis.com/84/d8/d4/7724a93ef5791d/2018131627-5.png
KR-20200029909-A,"Positive active materials for rechargable lithium battery, method of preparing the same and rechargable lithium battery using the same ","주식회사 포스코, 재단법인 포항산업과학연구원, (주)포스코케미칼","김선태, 김정한, 이승원, 박은희, 조문주, 송정훈",2018-09-11,2018-09-11,2020-03-19,,https://patents.google.com/patent/KR20200029909A/en,https://patentimages.storage.googleapis.com/cc/0a/fe/1f0656cf046a7f/pat00001.png
JP-2011129269-A,"Anode electrode active material for nonaqueous secondary battery, nonaqueous secondary battery, and using method ","Toyota Central R&D Labs Inc, 株式会社豊田中央研究所","Yoshinari Makimura, 嘉也 牧村, Takao Inoue, 尊夫 井上, Yoji Takeuchi, 要二 竹内",2009-12-15,2009-12-15,2011-06-30,,https://patents.google.com/patent/JP2011129269A/en,https://patentimages.storage.googleapis.com/59/47/19/2833e3b7c21956/2011129269-9.png
JP-6294094-B2,Glass electrolyte and all solid lithium ion secondary battery ,株式会社オハラ,"和仁 小笠, 和仁 小笠",2014-02-13,2014-02-13,2018-03-14,2018-03-14,https://patents.google.com/patent/JP6294094B2/en,https://patentimages.storage.googleapis.com/35/89/67/2811a914a049d7/0006294094-7.png
KR-101166019-B1,"Conducting Materials, Positive electrode slurry composition for lithium secondary battery containing same and Lithium secondary battery containing same ",삼성에스디아이 주식회사,"조채웅, 장운석, 장범진, 김기준, 최귀석",2010-04-30,2010-04-30,2012-07-19,2012-07-19,https://patents.google.com/patent/KR101166019B1/en,https://patentimages.storage.googleapis.com/da/75/b3/32c13c470b0bb8/112010028207622-pat00001.png
